assessment_id,PM01,PM02,PM03,PM04,PM05,AUTH01,AUTH02,AUTH03,AUTH04,AUTH05,PHISH01,PHISH02,PHISH03,PHISH04,PHISH05,SOC01,SOC02,SOC03,SOC04,SOC05,password_length,has_uppercase,has_lowercase,has_number,has_symbol,common_pattern_detected,repeated_characters,estimated_entropy,password_score,strength_label,PM_category_score,AUTH_category_score,PHISH_category_score,SOC_category_score,behaviour_score,overall_risk_score,risk_probability,risk_level,is_synthetic
403,0,3,4,2,0,4,1,0,0,4,2,1,0,0,1,0,0,4,1,0,5,True,True,True,False,False,False,29.8,49.7,Moderate,13.8,20.0,41.2,5.0,20.4,32.4,0.324,Low,True
404,0,2,4,3,0,0,4,0,4,0,2,1,4,0,1,4,3,0,3,4,11,True,True,False,True,True,False,17.6,24.3,Weak,12.5,100.0,66.2,90.0,63.3,68.3,0.683,Moderate,True
405,2,2,4,1,0,4,2,0,0,2,3,2,4,0,0,3,2,2,2,0,4,True,True,True,False,False,False,23.8,39.7,Weak,35.0,32.5,68.8,48.8,45.6,51.5,0.515,Moderate,True
406,1,3,4,3,0,4,1,4,4,3,1,4,4,0,0,2,4,0,4,4,11,True,True,True,True,False,False,72.1,100.0,Strong,15.0,28.8,93.8,87.5,52.6,31.6,0.316,Low,True
407,3,2,0,2,0,4,2,4,0,1,1,4,4,0,2,4,3,1,4,4,8,True,True,True,True,False,False,52.4,100.0,Strong,61.2,21.2,88.8,90.0,63.9,38.3,0.383,Low,True
408,1,1,4,2,0,4,0,0,4,3,2,1,0,4,4,1,1,2,1,0,5,False,True,True,False,False,True,18.1,15.2,Weak,27.5,38.8,18.8,26.2,27.9,50.7,0.507,Moderate,True
409,4,1,0,0,4,0,3,0,4,1,1,4,0,4,2,3,4,0,4,4,9,False,True,True,False,False,False,46.5,87.5,Strong,96.2,91.2,48.8,93.8,82.6,54.6,0.546,Moderate,True
410,2,1,0,1,4,0,4,4,4,2,2,2,0,4,2,3,3,2,2,4,4,True,True,False,False,True,False,5.7,0.0,Weak,78.8,77.5,30.0,68.8,64.2,78.5,0.785,High,True
411,4,1,0,1,0,0,4,0,4,1,1,3,0,4,1,2,0,3,2,0,8,True,True,True,True,False,False,52.4,100.0,Strong,76.2,96.2,45.0,27.5,63.7,38.2,0.382,Low,True
412,3,1,0,1,4,0,3,0,4,0,0,4,0,4,1,4,3,1,4,4,9,True,True,False,False,False,False,51.3,95.5,Strong,85.0,95.0,57.5,90.0,81.6,50.8,0.508,Moderate,True
413,3,1,0,1,4,4,1,4,4,1,1,3,4,0,0,3,3,1,4,0,11,True,True,False,False,True,False,15.7,16.2,Weak,85.0,36.2,87.5,68.8,70.2,75.6,0.756,High,True
414,1,4,0,3,0,4,3,4,0,3,3,0,0,4,3,1,3,1,0,4,7,False,True,True,False,False,False,36.2,55.3,Moderate,36.2,18.8,8.8,51.2,28.0,34.7,0.347,Low,True
415,3,1,0,2,0,0,4,0,0,3,2,0,0,4,4,2,2,2,1,4,8,False,True,True,False,True,False,10.3,7.2,Weak,65.0,68.8,12.5,52.5,50.3,67.3,0.673,Moderate,True
416,3,2,4,2,4,0,2,4,4,0,3,1,0,4,3,1,2,1,2,0,11,False,True,True,False,False,True,39.8,66.3,Moderate,51.2,75.0,15.0,41.2,46.1,41.1,0.411,Moderate,True
417,2,1,0,1,0,0,2,0,0,2,4,0,4,4,4,1,2,3,1,0,10,False,True,True,False,False,False,51.7,96.2,Strong,63.8,62.5,25.0,26.2,46.2,29.2,0.292,Low,True
418,1,2,4,4,0,0,3,4,0,3,4,1,0,4,3,1,0,4,0,0,14,False,True,True,False,False,False,72.4,100.0,Strong,13.8,48.8,8.8,6.2,19.8,11.9,0.119,Low,True
419,2,3,0,2,4,4,2,4,0,2,0,4,4,0,1,1,2,2,2,4,15,True,True,True,False,False,False,89.3,100.0,Strong,66.2,17.5,97.5,51.2,58.9,35.3,0.353,Low,True
420,2,3,4,4,4,4,1,4,0,1,4,0,4,4,3,2,3,1,2,4,10,True,True,True,False,False,False,59.5,100.0,Strong,31.2,16.2,27.5,67.5,33.8,20.3,0.203,Low,True
421,2,3,4,2,0,0,2,0,0,3,1,3,4,0,0,3,3,1,3,4,10,True,True,True,False,False,False,59.5,100.0,Strong,26.2,58.8,87.5,78.8,60.2,36.1,0.361,Low,True
422,3,0,0,0,4,0,3,0,4,0,1,1,0,0,0,2,1,2,3,0,6,False,True,True,False,True,False,7.8,0.0,Weak,93.8,95.0,50.0,42.5,72.9,83.7,0.837,High,True
423,2,2,0,1,4,0,4,0,0,1,0,3,4,0,1,2,3,1,3,4,4,True,True,False,False,True,True,4.0,0.0,Weak,75.0,76.2,91.2,72.5,78.9,87.3,0.873,High,True
424,4,0,0,0,4,0,3,0,4,1,1,3,0,4,2,4,4,1,4,4,6,False,True,True,False,False,False,31.0,46.7,Moderate,100.0,91.2,42.5,95.0,82.4,70.8,0.708,High,True
425,3,0,0,0,4,4,1,4,0,3,1,4,4,0,0,3,4,2,3,4,4,False,True,False,False,False,False,18.8,21.3,Weak,93.8,8.8,93.8,78.8,69.5,73.2,0.732,High,True
426,1,2,0,1,4,4,3,4,0,2,0,4,0,0,1,4,2,1,3,4,7,True,True,False,False,False,False,39.9,61.5,Moderate,68.8,22.5,72.5,80.0,60.4,51.6,0.516,Moderate,True
427,2,4,4,3,4,0,3,0,4,3,2,2,0,4,3,0,1,3,2,0,7,True,True,True,True,True,False,11.5,4.2,Weak,32.5,83.8,27.5,20.0,41.6,63.3,0.633,Moderate,True
428,0,2,4,4,0,4,2,0,0,2,4,4,0,0,4,3,0,3,1,0,13,False,True,True,True,False,False,79.1,100.0,Strong,7.5,32.5,40.0,28.8,26.1,15.7,0.157,Low,True
429,4,1,0,1,4,0,1,0,4,2,1,3,4,0,1,4,3,0,4,0,6,False,True,True,False,True,False,7.8,0.0,Weak,91.2,77.5,85.0,80.0,84.0,90.4,0.904,High,True
430,0,3,0,4,4,0,2,4,0,3,2,2,4,0,2,2,2,2,1,4,7,False,True,True,False,False,False,36.2,55.3,Moderate,43.8,43.8,70.0,52.5,52.1,49.1,0.491,Moderate,True
431,4,1,4,0,0,0,3,0,4,1,1,3,4,0,2,4,3,1,4,4,8,False,True,True,False,True,False,10.3,7.2,Weak,56.2,91.2,82.5,90.0,78.3,84.1,0.841,High,True
432,1,3,4,2,0,0,3,4,4,2,3,1,0,0,4,2,0,4,2,0,8,False,True,True,False,False,False,41.4,79.0,Strong,20.0,72.5,27.5,22.5,35.5,29.7,0.297,Low,True
433,2,0,4,1,4,0,2,4,4,2,1,3,4,0,0,3,4,1,4,4,7,True,True,True,False,False,False,41.7,69.5,Moderate,57.5,67.5,87.5,88.8,73.8,56.5,0.565,Moderate,True
434,4,2,0,1,4,0,4,0,4,1,0,3,4,0,1,3,3,0,4,4,6,True,True,False,False,False,True,23.9,24.8,Weak,87.5,96.2,91.2,88.8,90.9,84.6,0.846,High,True
435,3,1,4,3,0,0,1,0,0,2,4,1,4,4,1,1,1,3,0,0,13,True,True,True,False,False,False,77.4,100.0,Strong,35.0,57.5,38.8,16.2,37.8,22.7,0.227,Low,True
436,3,0,4,1,4,4,2,4,0,2,0,2,4,4,1,2,3,1,3,4,8,True,True,True,False,True,False,11.9,14.8,Weak,63.8,17.5,70.0,72.5,55.5,67.4,0.674,Moderate,True
437,4,1,4,1,4,4,3,0,4,0,0,4,4,0,1,4,3,1,1,0,6,True,True,True,True,False,True,27.5,40.8,Moderate,66.2,65.0,97.5,60.0,72.5,67.2,0.672,Moderate,True
438,3,1,0,0,4,4,4,0,4,2,3,3,0,0,1,2,4,1,3,4,4,False,True,True,False,False,False,20.7,29.5,Weak,90.0,62.5,47.5,77.5,70.0,70.2,0.702,High,True
439,0,1,0,3,0,0,2,4,4,1,0,3,4,4,1,3,3,0,4,4,16,True,True,True,True,False,False,104.9,100.0,Strong,41.2,71.2,76.2,88.8,67.0,40.2,0.402,Moderate,True
440,1,3,0,2,4,4,2,4,4,1,2,2,0,0,2,3,2,0,3,4,14,True,True,True,False,False,True,58.4,100.0,Strong,60.0,41.2,45.0,78.8,55.3,33.2,0.332,Low,True
441,1,0,0,2,4,0,3,0,4,1,2,2,4,0,2,1,2,3,0,0,12,True,True,True,False,False,False,71.5,100.0,Strong,71.2,91.2,70.0,21.2,65.9,39.5,0.395,Low,True
442,2,1,4,3,0,0,0,0,0,3,3,2,0,0,4,2,3,2,1,4,9,False,True,True,False,False,False,46.5,87.5,Strong,28.8,48.8,33.8,57.5,40.8,29.5,0.295,Low,True
443,3,3,0,3,4,4,2,0,0,3,1,3,0,0,2,1,3,1,1,0,9,True,True,False,True,False,False,57.5,100.0,Strong,67.5,28.8,57.5,41.2,50.1,30.1,0.301,Low,True
444,2,3,4,1,4,4,3,4,0,2,4,1,0,0,3,1,3,3,1,0,9,True,True,True,False,True,False,13.4,17.3,Weak,46.2,22.5,23.8,31.2,31.7,52.1,0.521,Moderate,True
445,2,2,0,2,4,4,2,0,4,1,0,1,4,0,2,3,3,2,3,0,7,True,True,False,False,True,False,10.0,0.0,Weak,70.0,56.2,76.2,58.8,65.9,79.5,0.795,High,True
446,3,2,0,1,0,0,4,0,4,0,0,3,4,0,0,4,3,0,3,4,5,False,True,False,False,False,False,23.5,29.2,Weak,66.2,100.0,93.8,90.0,86.3,80.1,0.801,High,True
447,0,3,0,4,0,0,2,0,0,2,2,3,0,0,3,0,0,4,1,0,15,False,True,True,True,False,False,91.3,100.0,Strong,28.8,62.5,48.8,5.0,37.4,22.4,0.224,Low,True
448,1,2,0,1,0,0,4,0,0,2,0,2,4,4,1,0,0,3,1,4,8,False,True,False,False,False,False,37.6,67.7,Moderate,53.8,72.5,70.0,25.0,56.8,47.0,0.47,Moderate,True
449,2,3,4,3,0,0,3,0,4,3,2,1,4,0,2,2,1,3,0,0,8,True,True,True,False,False,False,47.6,94.3,Strong,21.2,83.8,63.8,22.5,47.8,31.0,0.31,Low,True
450,2,2,0,4,0,0,0,4,0,2,2,2,0,0,4,1,2,3,0,0,14,True,True,True,True,False,False,91.8,100.0,Strong,45.0,37.5,40.0,21.2,37.1,22.3,0.223,Low,True
451,1,3,4,1,0,0,3,4,4,1,1,3,0,0,1,2,1,3,3,0,6,False,True,False,False,False,False,28.2,37.0,Weak,25.0,76.2,60.0,37.5,49.1,54.7,0.547,Moderate,True
452,2,2,0,3,0,0,3,0,4,3,3,1,0,4,3,3,1,1,4,4,6,False,True,True,False,False,False,31.0,46.7,Moderate,50.0,83.8,15.0,73.8,54.4,54.0,0.54,Moderate,True
453,1,4,4,4,4,4,1,4,4,3,4,0,4,4,4,1,0,2,3,0,9,False,True,False,False,False,False,42.3,75.5,Strong,21.2,28.8,25.0,31.2,26.1,25.5,0.255,Low,True
454,0,4,4,4,0,4,0,4,0,2,3,3,0,4,2,1,1,4,0,0,10,True,True,False,False,False,False,57.0,100.0,Strong,0.0,7.5,30.0,11.2,11.6,7.0,0.07,Low,True
455,2,1,0,1,0,0,0,4,4,3,1,3,0,0,0,3,3,2,0,4,8,False,True,False,False,False,False,37.6,67.7,Moderate,63.8,53.8,62.5,58.8,59.9,48.9,0.489,Moderate,True
456,1,1,4,1,0,4,2,0,0,1,1,4,4,0,2,3,2,1,2,4,8,False,True,False,False,True,False,9.4,0.7,Weak,32.5,36.2,88.8,68.8,54.8,72.6,0.726,High,True
457,3,0,0,2,4,4,0,4,0,3,3,3,0,0,4,2,0,1,1,0,12,False,True,True,False,False,False,62.0,100.0,Strong,83.8,3.8,40.0,32.5,42.6,25.6,0.256,Low,True
458,3,1,0,0,4,4,0,0,0,3,1,3,0,4,1,4,2,0,2,4,6,False,True,True,True,False,False,36.5,60.8,Moderate,90.0,18.8,45.0,80.0,58.9,51.0,0.51,Moderate,True
459,1,2,4,3,4,0,3,0,4,1,0,2,4,0,0,3,3,1,3,4,9,False,True,True,True,False,False,54.8,100.0,Strong,33.8,91.2,87.5,78.8,70.6,42.4,0.424,Moderate,True
460,3,3,0,3,4,0,2,0,4,2,1,2,0,0,3,2,3,1,4,4,13,True,True,False,False,False,False,74.1,100.0,Strong,67.5,82.5,48.8,77.5,68.6,41.2,0.412,Moderate,True
461,1,4,4,3,0,0,3,0,0,2,1,1,4,4,2,1,1,1,2,4,13,True,True,True,True,False,False,85.2,100.0,Strong,11.2,67.5,55.0,51.2,44.2,26.5,0.265,Low,True
462,3,0,4,0,4,4,4,0,4,1,1,1,4,4,2,1,3,1,4,4,6,False,True,False,False,False,False,28.2,37.0,Weak,68.8,66.2,55.0,71.2,65.2,64.3,0.643,Moderate,True
463,4,0,0,0,4,0,3,0,0,1,0,4,4,0,0,2,0,1,3,0,7,False,True,False,False,True,False,8.2,0.0,Weak,100.0,71.2,100.0,42.5,81.3,88.8,0.888,High,True
464,3,1,0,1,4,0,3,0,4,1,1,4,4,0,0,4,3,0,4,4,7,False,True,True,True,True,False,10.7,0.0,Weak,85.0,91.2,93.8,95.0,90.8,94.5,0.945,High,True
465,3,2,4,0,4,0,3,0,4,1,1,3,4,4,1,4,4,1,4,4,4,False,True,False,False,False,False,18.8,21.3,Weak,61.2,91.2,70.0,95.0,77.7,78.1,0.781,High,True
466,4,1,4,2,4,4,4,0,4,0,3,3,0,4,2,2,2,2,3,4,14,False,True,True,False,False,True,50.7,84.5,Strong,61.2,70.0,30.0,62.5,55.9,39.7,0.397,Low,True
467,1,2,4,3,0,0,3,0,4,1,0,3,0,0,0,2,2,3,3,0,9,False,True,True,True,True,False,13.7,17.8,Weak,18.8,91.2,68.8,42.5,54.1,65.3,0.653,Moderate,True
468,0,3,4,2,4,4,0,4,0,2,3,1,0,4,3,2,1,3,1,0,10,False,True,True,False,False,False,51.7,96.2,Strong,28.8,7.5,15.0,27.5,19.8,13.4,0.134,Low,True
469,1,2,4,4,4,0,0,4,0,0,3,0,0,4,3,1,1,4,1,0,8,True,True,True,True,False,False,52.4,100.0,Strong,28.8,45.0,8.8,16.2,25.3,15.2,0.152,Low,True
470,4,1,4,1,4,4,0,4,4,4,1,4,4,0,0,4,3,0,3,4,9,True,True,False,False,False,False,51.3,95.5,Strong,66.2,20.0,93.8,90.0,66.3,41.6,0.416,Moderate,True
471,1,2,0,2,0,0,3,0,4,2,1,4,4,0,1,2,2,2,2,0,6,True,True,True,False,True,False,8.9,0.0,Weak,48.8,87.5,91.2,42.5,67.8,80.7,0.807,High,True
472,2,3,4,1,4,0,2,0,0,1,1,2,0,4,1,1,3,0,2,0,12,False,True,True,False,False,False,62.0,100.0,Strong,46.2,66.2,38.8,51.2,50.4,30.2,0.302,Low,True
473,2,1,0,2,4,0,4,0,0,1,4,2,0,0,3,4,2,1,3,0,13,True,True,False,True,False,False,83.1,100.0,Strong,73.8,76.2,30.0,65.0,61.7,37.0,0.37,Low,True
474,2,1,0,1,4,4,0,4,0,3,1,3,0,0,2,1,1,2,1,0,9,True,True,True,False,False,False,53.6,100.0,Strong,78.8,3.8,57.5,26.2,44.2,26.5,0.265,Low,True
475,2,2,0,1,0,0,2,4,4,3,3,0,4,4,3,0,0,3,1,4,8,True,True,True,False,True,True,8.3,0.0,Weak,60.0,63.8,33.8,25.0,47.4,68.4,0.684,Moderate,True
476,1,0,4,1,4,0,4,0,0,4,3,2,0,4,1,4,4,2,2,0,7,False,True,True,False,True,False,9.0,0.0,Weak,51.2,65.0,26.2,65.0,51.2,70.7,0.707,High,True
477,0,3,4,4,0,0,4,4,4,3,4,0,0,4,4,2,0,2,1,4,11,False,True,False,True,False,False,64.4,100.0,Strong,3.8,73.8,0.0,42.5,28.1,16.9,0.169,Low,True
478,3,1,0,1,4,0,3,4,4,1,1,4,4,0,0,3,4,0,4,4,9,False,True,False,True,True,False,13.2,12.0,Weak,85.0,76.2,93.8,93.8,86.8,87.3,0.873,High,True
479,2,2,4,1,4,0,2,0,4,0,1,3,0,0,3,1,3,1,2,4,8,True,True,True,True,False,True,36.7,71.2,Strong,50.0,90.0,55.0,61.2,63.5,49.6,0.496,Moderate,True
480,1,1,0,4,4,4,1,4,0,4,4,0,0,4,4,0,0,4,1,0,14,True,True,True,True,False,False,91.8,100.0,Strong,57.5,5.0,0.0,5.0,19.5,11.7,0.117,Low,True
481,4,2,0,2,4,4,1,4,0,1,0,3,4,0,0,1,3,3,2,4,7,True,True,False,True,False,False,44.7,74.5,Strong,82.5,16.2,93.8,51.2,62.5,47.7,0.477,Moderate,True
482,1,4,4,3,0,4,1,4,0,3,4,0,0,4,4,3,4,3,1,4,14,False,True,False,True,False,False,82.0,100.0,Strong,11.2,8.8,0.0,63.8,18.3,11.0,0.11,Low,True
483,1,2,0,2,0,0,4,0,4,1,1,3,4,0,1,4,2,3,1,4,8,True,True,True,False,False,False,47.6,94.3,Strong,48.8,96.2,85.0,60.0,71.9,45.4,0.454,Moderate,True
484,1,3,0,4,0,4,3,0,4,1,2,3,4,0,3,2,3,3,4,4,10,True,True,True,True,False,False,65.5,100.0,Strong,35.0,61.2,73.8,67.5,57.8,34.7,0.347,Low,True
485,3,2,0,1,0,0,2,0,0,3,1,2,4,4,2,2,3,3,3,0,9,False,True,True,False,False,False,46.5,87.5,Strong,66.2,58.8,61.2,47.5,59.4,40.6,0.406,Moderate,True
486,2,1,0,3,0,4,0,4,4,0,1,2,4,0,1,3,1,2,0,4,11,True,True,True,True,False,False,72.1,100.0,Strong,53.8,35.0,78.8,48.8,54.3,32.6,0.326,Low,True
487,3,2,0,1,4,0,2,0,4,0,0,3,4,4,1,4,3,0,4,0,4,False,True,False,True,True,False,5.9,0.0,Weak,81.2,90.0,76.2,80.0,81.9,89.1,0.891,High,True
488,1,2,0,1,4,0,3,4,4,1,1,1,0,0,4,3,1,2,4,0,7,True,True,False,False,False,True,27.9,31.5,Weak,68.8,76.2,40.0,53.8,60.4,63.6,0.636,Moderate,True
489,3,0,0,1,4,0,3,0,4,2,1,3,4,4,2,2,3,2,2,4,4,False,True,False,True,False,False,23.4,34.0,Weak,88.8,87.5,67.5,62.5,77.9,73.1,0.731,High,True
490,3,1,0,2,0,4,1,0,0,3,2,2,0,4,2,1,1,2,1,0,7,True,True,False,False,True,False,10.0,0.0,Weak,65.0,23.8,30.0,26.2,38.2,62.9,0.629,Moderate,True
491,1,4,4,4,0,4,3,4,4,1,2,3,4,0,2,1,0,2,2,0,10,True,True,True,False,False,False,59.5,100.0,Strong,6.2,46.2,76.2,26.2,37.8,22.7,0.227,Low,True
492,4,0,0,0,4,0,3,4,0,2,3,1,0,0,3,3,2,2,2,4,7,False,True,False,False,False,False,32.9,44.8,Moderate,100.0,52.5,30.0,63.8,63.4,60.1,0.601,Moderate,True
493,4,0,0,0,4,4,3,0,4,1,1,4,4,0,0,2,2,1,1,4,5,False,True,True,False,True,True,4.5,0.0,Weak,100.0,61.2,93.8,57.5,80.2,88.1,0.881,High,True
494,1,1,0,1,0,4,2,4,0,1,4,0,0,4,2,3,3,1,2,4,6,False,True,False,False,True,False,7.1,0.0,Weak,57.5,21.2,5.0,73.8,38.6,63.2,0.632,Moderate,True
495,0,1,0,3,4,4,3,0,4,0,3,1,0,0,2,2,1,4,1,0,13,True,True,True,False,False,False,77.4,100.0,Strong,56.2,65.0,32.5,22.5,45.8,27.5,0.275,Low,True
496,1,4,4,3,4,4,2,0,4,2,4,0,0,4,3,2,1,3,2,4,15,True,True,True,False,False,False,89.3,100.0,Strong,26.2,52.5,2.5,47.5,31.1,18.7,0.187,Low,True
497,4,1,0,2,4,0,3,0,4,1,1,4,4,0,1,3,3,1,3,4,7,True,True,True,True,False,False,45.9,81.5,Strong,86.2,91.2,91.2,78.8,87.2,59.7,0.597,Moderate,True
498,2,0,0,2,0,4,3,0,0,2,2,2,4,0,0,3,4,0,2,0,11,False,True,True,False,False,False,56.9,100.0,Strong,62.5,37.5,75.0,68.8,60.6,36.4,0.364,Low,True
499,3,1,0,0,0,0,4,0,4,0,3,2,4,0,0,3,3,1,1,4,7,False,True,True,False,False,True,25.3,27.2,Weak,75.0,100.0,68.8,68.8,78.4,76.2,0.762,High,True
500,1,1,4,2,4,0,3,0,4,0,1,3,0,0,0,4,1,1,4,4,5,False,True,False,False,False,False,23.5,29.2,Weak,42.5,95.0,62.5,80.0,68.1,69.2,0.692,Moderate,True
501,1,3,4,3,4,4,1,4,0,2,3,1,0,0,2,1,3,2,1,0,8,False,True,True,False,False,False,41.4,79.0,Strong,30.0,12.5,32.5,36.2,27.5,24.9,0.249,Low,True
502,1,4,4,4,0,4,2,4,0,4,1,2,0,4,2,2,1,3,1,0,5,True,True,False,True,False,False,32.0,53.3,Moderate,6.2,10.0,36.2,27.5,18.9,30.0,0.3,Low,True
503,3,3,4,0,0,0,2,0,0,1,0,3,4,4,3,2,1,2,2,4,7,False,True,True,False,True,False,9.0,0.0,Weak,42.5,66.2,71.2,52.5,57.6,74.6,0.746,High,True
504,4,0,0,0,4,0,4,4,4,0,0,4,4,0,1,3,2,1,2,4,4,False,True,True,False,True,True,3.6,0.0,Weak,100.0,85.0,97.5,68.8,89.4,93.6,0.936,High,True
505,4,0,0,1,4,0,4,0,4,1,1,4,4,0,1,4,3,0,3,4,8,False,True,True,True,True,True,8.5,0.0,Weak,95.0,96.2,91.2,90.0,93.4,96.0,0.96,High,True
506,4,1,0,2,0,0,4,0,4,1,2,1,4,0,1,3,2,0,4,4,15,False,True,True,True,False,False,91.3,100.0,Strong,71.2,96.2,66.2,83.8,78.8,47.3,0.473,Moderate,True
507,0,4,4,2,0,4,1,4,0,4,4,0,0,4,4,1,1,4,0,0,13,False,True,True,False,False,False,67.2,100.0,Strong,10.0,5.0,0.0,11.2,6.5,3.9,0.039,Low,True
508,2,3,4,4,0,4,1,4,0,2,4,1,0,0,2,3,2,3,2,0,10,False,True,True,True,False,False,60.9,100.0,Strong,16.2,12.5,26.2,43.8,23.3,14.0,0.14,Low,True
509,4,0,4,0,4,4,4,0,0,3,3,4,4,4,1,4,3,1,2,4,4,False,True,True,False,False,False,20.7,29.5,Weak,75.0,38.8,63.8,80.0,64.1,66.7,0.667,Moderate,True
510,3,1,0,0,4,4,2,4,0,2,2,4,4,4,1,2,3,1,3,4,9,True,True,True,False,True,False,13.4,17.3,Weak,90.0,17.5,70.0,72.5,63.4,71.1,0.711,High,True
511,4,0,0,0,4,0,4,0,4,0,2,3,4,0,0,4,4,0,4,4,4,False,True,False,True,True,False,5.9,0.0,Weak,100.0,100.0,81.2,100.0,95.3,97.2,0.972,High,True
512,2,1,4,0,4,0,3,0,0,0,1,4,4,0,1,1,1,2,1,0,9,False,True,False,False,False,False,42.3,75.5,Strong,58.8,75.0,91.2,26.2,64.4,48.4,0.484,Moderate,True
513,2,1,4,2,0,4,2,0,0,2,2,3,0,4,2,1,1,2,1,0,15,False,True,True,False,False,False,77.5,100.0,Strong,33.8,32.5,36.2,26.2,32.6,19.6,0.196,Low,True
514,3,2,0,1,4,0,3,4,0,3,1,3,4,0,0,3,1,2,2,0,9,False,True,True,True,False,True,38.4,69.0,Moderate,81.2,48.8,87.5,43.8,67.2,52.7,0.527,Moderate,True
515,2,1,0,2,4,0,0,0,4,3,2,2,4,0,1,1,3,2,3,0,12,True,True,False,False,False,False,68.4,100.0,Strong,73.8,68.8,72.5,46.2,66.7,40.0,0.4,Moderate,True
516,1,2,0,1,4,0,2,4,0,1,1,3,0,0,2,1,1,4,0,0,10,True,True,True,False,True,False,14.9,19.8,Weak,68.8,51.2,57.5,11.2,50.1,62.1,0.621,Moderate,True
517,1,2,4,3,4,4,2,4,0,2,3,3,4,4,2,2,4,1,3,4,9,True,True,False,True,False,True,40.3,72.2,Strong,33.8,17.5,55.0,77.5,43.8,37.4,0.374,Low,True
518,1,3,4,3,0,4,3,4,0,4,2,2,4,0,2,4,3,2,2,4,11,False,True,True,True,True,True,11.7,4.5,Weak,15.0,15.0,70.0,75.0,40.8,62.7,0.627,Moderate,True
519,1,2,4,2,0,4,0,0,4,3,2,0,0,4,2,3,0,2,1,0,7,False,True,False,False,True,False,8.2,0.0,Weak,23.8,38.8,17.5,33.8,27.9,56.7,0.567,Moderate,True
520,1,4,4,3,0,4,2,4,4,3,4,0,0,0,3,2,2,1,0,4,13,False,True,True,False,False,False,67.2,100.0,Strong,11.2,33.8,17.5,52.5,26.7,16.0,0.16,Low,True
521,4,0,4,0,4,0,4,0,4,0,1,4,4,0,0,3,1,3,3,4,4,False,True,False,False,False,False,18.8,21.3,Weak,75.0,100.0,93.8,58.8,82.7,81.1,0.811,High,True
522,4,1,0,1,4,4,3,4,0,2,1,4,4,0,0,4,1,1,3,4,9,False,True,True,False,True,True,8.1,0.0,Weak,91.2,22.5,93.8,75.0,71.4,82.8,0.828,High,True
523,0,4,4,3,4,4,1,4,0,3,3,0,4,0,3,0,0,4,2,0,13,True,True,False,False,False,False,74.1,100.0,Strong,20.0,8.8,48.8,10.0,22.4,13.4,0.134,Low,True
524,2,2,0,0,4,0,3,0,0,3,1,4,0,4,3,2,2,2,3,0,5,False,True,True,False,True,False,6.5,0.0,Weak,80.0,63.8,46.2,47.5,61.0,76.6,0.766,High,True
525,0,4,4,2,0,4,2,4,0,1,4,3,4,4,2,0,0,4,1,0,7,True,True,False,False,False,True,27.9,31.5,Weak,10.0,21.2,48.8,5.0,21.5,40.3,0.403,Moderate,True
526,4,1,0,1,4,4,2,0,0,1,2,3,0,0,1,3,2,3,3,0,7,False,True,True,False,True,False,9.0,0.0,Weak,91.2,36.2,53.8,48.8,59.6,75.8,0.758,High,True
527,2,2,0,3,0,4,0,4,0,3,3,3,4,0,3,0,1,2,2,0,8,True,True,True,True,False,True,36.7,71.2,Strong,50.0,3.8,67.5,25.0,37.8,34.2,0.342,Low,True
528,1,2,0,0,0,0,1,4,0,1,2,2,4,4,2,1,1,2,1,0,7,True,True,False,False,False,True,27.9,31.5,Weak,58.8,46.2,55.0,26.2,48.2,56.3,0.563,Moderate,True
529,2,4,4,4,4,0,2,0,4,1,2,0,0,0,4,3,2,1,1,4,9,True,True,True,False,False,False,53.6,100.0,Strong,27.5,86.2,27.5,63.8,49.4,29.6,0.296,Low,True
530,2,2,0,4,0,4,0,0,0,2,3,1,0,4,3,1,1,3,1,0,10,True,True,True,False,False,False,59.5,100.0,Strong,45.0,22.5,15.0,21.2,27.1,16.3,0.163,Low,True
531,3,0,0,1,4,0,3,0,0,2,2,1,0,4,2,4,1,3,3,0,9,False,True,False,False,False,True,29.6,44.3,Moderate,88.8,67.5,23.8,50.0,59.4,57.9,0.579,Moderate,True
532,3,1,0,3,4,0,3,4,4,1,1,3,4,0,0,3,3,0,3,0,12,True,True,True,True,False,False,78.7,100.0,Strong,75.0,76.2,87.5,68.8,77.2,46.3,0.463,Moderate,True
533,4,1,0,1,4,0,3,0,4,2,3,1,4,4,1,2,3,1,3,4,7,False,True,True,False,False,False,36.2,55.3,Moderate,91.2,87.5,45.0,72.5,75.0,62.9,0.629,Moderate,True
534,1,3,4,2,4,4,3,4,0,3,3,2,0,4,0,1,4,1,1,0,5,True,True,True,False,True,False,7.4,0.0,Weak,35.0,18.8,28.8,46.2,31.6,59.0,0.59,Moderate,True
535,3,1,4,0,4,0,3,0,4,1,0,3,4,0,0,3,4,0,3,4,9,False,True,False,False,False,False,42.3,75.5,Strong,65.0,91.2,93.8,88.8,83.5,59.9,0.599,Moderate,True
536,4,2,0,1,0,0,1,4,4,3,0,2,0,4,3,3,1,2,3,4,7,False,True,True,False,False,False,36.2,55.3,Moderate,72.5,58.8,40.0,63.8,59.2,53.4,0.534,Moderate,True
537,3,1,0,1,4,4,3,0,4,3,1,4,4,0,1,1,3,2,0,4,12,False,True,False,False,False,False,56.4,99.0,Strong,85.0,53.8,91.2,46.2,71.0,43.0,0.43,Moderate,True
